Epoch,Training Loss,Test Accuracy
1,0.0804493952325737,0.8476213475006037
2,0.0804493952325737,0.8944699347983579
3,0.0804493952325737,0.9372132335184739
4,0.0804493952325737,0.9314175319971022
5,0.0804493952325737,0.934315382757788
