Epoch,Training Loss,Test Accuracy
1,0.07313460892193593,0.7883176442191648
2,0.07313460892193593,0.9246922519913107
3,0.07313460892193593,0.9169683804006759
4,0.07313460892193593,0.9174511223750905
5,0.07313460892193593,0.9485879797248371
