Epoch,Training Loss,Test Accuracy
1,0.1323848738041149,0.7392986698911729
2,0.1323848738041149,0.815235792019347
3,0.1323848738041149,0.7954050785973398
4,0.1323848738041149,0.8948004836759371
5,0.1323848738041149,0.875453446191052
